"Direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"-1","GO:0098794","postsynapse","46/411","453/14388",5.84940458168121e-14,2.00634577151665e-11,1.68709142671648e-11,"Chrm1/Kalrn/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Kcnab2/Gabrd/Itpr1/Bcl11a/Cnksr2/Atp2b1/Lzts3/Sh2d5/Epn1/Ptk2b/Palm/Ppp2ca/Atp1a3/Chrm3/Dlg3/Itpka/Camk2a/Kcnj4/Drd1/Strn4/Synpo/Camk2g/Arc/Kcnb1/Nck2/Nsmf/Nsf/Asap1/Dclk1/Clstn1/Gabra4/Lrrc4/Hspa8/Ablim1/Cdk5r1/Epha7/Neto1",46,"CC"
"-1","GO:0032279","asymmetric synapse","31/411","234/14388",9.32308111237279e-13,1.34151314764832e-10,1.12804849610446e-10,"Chrm1/Kalrn/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Kcnab2/Itpr1/Bcl11a/Cnksr2/Lzts3/Sh2d5/Ptk2b/Palm/Ppp2ca/Chrm3/Dlg3/Camk2a/Camk2g/Nck2/Nsmf/Nsf/Dclk1/Clstn1/Hspa8/Ablim1/Cdk5r1/Neto1",31,"CC"
"-1","GO:0098984","neuron to neuron synapse","31/411","236/14388",1.17333511456121e-12,1.34151314764832e-10,1.12804849610446e-10,"Chrm1/Kalrn/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Kcnab2/Itpr1/Bcl11a/Cnksr2/Lzts3/Sh2d5/Ptk2b/Palm/Ppp2ca/Chrm3/Dlg3/Camk2a/Camk2g/Nck2/Nsmf/Nsf/Dclk1/Clstn1/Hspa8/Ablim1/Cdk5r1/Neto1",31,"CC"
"-1","GO:0014069","postsynaptic density","30/411","230/14388",3.30039067726639e-12,2.53470803079113e-10,2.13137947042127e-10,"Chrm1/Kalrn/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Kcnab2/Itpr1/Bcl11a/Cnksr2/Lzts3/Sh2d5/Ptk2b/Palm/Ppp2ca/Dlg3/Camk2a/Camk2g/Nck2/Nsmf/Nsf/Dclk1/Clstn1/Hspa8/Ablim1/Cdk5r1/Neto1",30,"CC"
"-1","GO:0099572","postsynaptic specialization","30/411","231/14388",3.69490966587628e-12,2.53470803079113e-10,2.13137947042127e-10,"Chrm1/Kalrn/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Kcnab2/Itpr1/Bcl11a/Cnksr2/Lzts3/Sh2d5/Ptk2b/Palm/Ppp2ca/Dlg3/Camk2a/Camk2g/Nck2/Nsmf/Nsf/Dclk1/Clstn1/Hspa8/Ablim1/Cdk5r1/Neto1",30,"CC"
"-1","GO:0097060","synaptic membrane","34/411","298/14388",5.35513816095167e-12,3.0613539820107e-10,2.5742243089487e-10,"Chrm1/Syt1/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Akap5/Lzts1/Gabrd/Snph/Itpr1/Cnksr2/Atp2b1/Lzts3/Sh2d5/Epn1/Palm/Chrm3/Kcna1/Syt7/Dlg3/Kcnj4/Synpo/Arc/Kcnb1/Nsmf/Clstn1/Olfm1/Gabra4/Eno2/Lrrc4/Epha7/Neto1",34,"CC"
"-1","GO:0048167","regulation of synaptic plasticity","25/408","181/14231",6.8026322876038e-11,1.43183825770579e-07,1.30747562978952e-07,"Mef2c/Mgll/Kalrn/Grin2a/Rab3a/Tshz3/Atp2b2/Lzts1/Slc24a2/Neurod2/Rin1/Ptk2b/Syt7/Itpka/Camk2a/Drd1/Synpo/Arc/Kcnb1/Abhd6/Nsmf/Plk2/Ptgs2/Neto1/Snap47",25,"BP"
"-1","GO:0050804","modulation of chemical synaptic transmission","34/408","328/14231",8.39541634538723e-11,1.43183825770579e-07,1.30747562978952e-07,"Mef2c/Syt1/Mgll/Kalrn/Prkce/Grin2a/Rab3a/Tshz3/Atp2b2/Lzts1/Rab3b/Slc24a2/Neurod2/Nat8l/Rin1/Ptk2b/Cckbr/Syt7/Ppp3ca/Itpka/Camk2a/Drd1/Synpo/Arc/Kcnb1/Abhd6/Nsmf/Plk2/Atp2a2/Clstn1/Phf24/Ptgs2/Neto1/Snap47",34,"BP"
"-1","GO:0098793","presynapse","30/411","338/14388",3.86205433004215e-08,1.89240662172065e-06,1.59128253598729e-06,"Cplx1/Chrm1/Syt1/Slc30a3/Pacsin1/Grin2a/Rab3a/Calm3/Kcnab2/Amph/Snph/Rab3b/Rph3a/Epn1/Ppp2ca/Sept5/Chrm3/Kcna1/Syt7/Dnm1/Drd1/Cttnbp2/Sncb/Slc2a3/Slc6a17/Prss12/Hspa8/Trim9/Synj2/Snap47",30,"CC"
"-1","GO:0045211","postsynaptic membrane","24/411","232/14388",5.29266860294863e-08,2.07557855725993e-06,1.74530773266601e-06,"Chrm1/Camk2n1/Dlgap1/Homer1/Grin2a/Atp2b2/Lzts1/Gabrd/Cnksr2/Lzts3/Sh2d5/Epn1/Chrm3/Dlg3/Kcnj4/Synpo/Arc/Kcnb1/Nsmf/Clstn1/Gabra4/Lrrc4/Epha7/Neto1",24,"CC"
"-1","GO:1902495","transmembrane transporter complex","25/411","250/14388",5.44612449426804e-08,2.07557855725993e-06,1.74530773266601e-06,"Kcnip2/Grin2a/Nos1ap/Calm3/Kcnab2/Gabrd/Kcnk1/Cacnb4/Scn1b/Kcnv1/Lrrc8b/Ptk2b/Kcns1/Atp1a3/Kcna1/Dlg3/Kcnj11/Nrn1/Kcnb1/Abhd6/Sestd1/Atp2a2/Olfm1/Gabra4/Scn4b",25,"CC"
"1","GO:0004930","G-protein coupled receptor activity","31/460","287/14184",4.2303687262478e-09,2.38169759287751e-06,2.10182530398838e-06,"Cckar/Calcr/Gal/Gpr50/Sstr5/Oprk1/Ghsr/Brs3/Ptger4/Gpr139/Ntsr2/Avpr1a/Adgrg1/P2ry1/Gpr37l1/Npy4r/Glp1r/Opn3/Gpr101/Npffr1/Lgr6/Chrm5/Sfrp1/Ednrb/Adgrv1/Grpr/Adgrg2/Smo/Mtnr1a/Fzd5/Rxfp3",31,"MF"
"-1","GO:1990351","transporter complex","25/411","256/14388",8.67308332703521e-08,2.97486758117308e-06,2.50149982274489e-06,"Kcnip2/Grin2a/Nos1ap/Calm3/Kcnab2/Gabrd/Kcnk1/Cacnb4/Scn1b/Kcnv1/Lrrc8b/Ptk2b/Kcns1/Atp1a3/Kcna1/Dlg3/Kcnj11/Nrn1/Kcnb1/Abhd6/Sestd1/Atp2a2/Olfm1/Gabra4/Scn4b",25,"CC"
"1","GO:0007600","sensory perception","37/458","371/14231",9.83802311175971e-10,3.58989463348112e-06,3.08810367571236e-06,"Oxt/Slc6a3/Gjb6/Cngb1/Oprk1/Pdyn/Scn9a/Kcnj10/Irx5/Tmie/Th/Sox14/P2ry1/Lhfpl5/Gpr179/Ndn/Npvf/Slitrk6/Olfr658/Sema5a/Usp53/Ankfn1/Gjb2/Scn3a/Ednrb/Adgrv1/Glra1/Rdh10/Mbp/Tspear/Olfr1510/Lrig1/Adcyap1/Lrp2/Pgap1/Serpine2/Tprn",37,"BP"
"-1","GO:0034703","cation channel complex","20/411","177/14388",1.65008737193241e-07,5.14527244157105e-06,4.32654487951655e-06,"Kcnip2/Grin2a/Nos1ap/Calm3/Kcnab2/Kcnk1/Cacnb4/Scn1b/Kcnv1/Ptk2b/Kcns1/Kcna1/Dlg3/Kcnj11/Nrn1/Kcnb1/Abhd6/Sestd1/Olfm1/Scn4b",20,"CC"
"-1","GO:0034702","ion channel complex","23/411","230/14388",1.87090322224201e-07,5.34766504357509e-06,4.49673230609045e-06,"Kcnip2/Grin2a/Nos1ap/Calm3/Kcnab2/Gabrd/Kcnk1/Cacnb4/Scn1b/Kcnv1/Lrrc8b/Ptk2b/Kcns1/Kcna1/Dlg3/Kcnj11/Nrn1/Kcnb1/Abhd6/Sestd1/Olfm1/Gabra4/Scn4b",23,"CC"
"1","GO:0001653","peptide receptor activity","16/460","92/14184",3.77404213348969e-08,1.06239286057735e-05,9.37551519477439e-06,"Cckar/Calcr/Gal/Sstr5/Oprk1/Brs3/Gpr139/Ntsr2/Avpr1a/Gpr37l1/Npy4r/Glp1r/Npr2/Ednrb/Grpr/Rxfp3",16,"MF"
"-1","GO:0043679","axon terminus","19/411","171/14388",4.3812772634857e-07,1.1559831549043e-05,9.72040461696421e-06,"Cplx1/Chrm1/Syt1/Pacsin1/Grin2a/Rab3a/Kcnab2/Amph/Epn1/Ppp2ca/Sept5/Chrm3/Kcna1/Syt7/Drd1/Sncb/Prss12/Hspa8/Synj2",19,"CC"
"1","GO:0008528","G-protein coupled peptide receptor activity","15/460","88/14184",1.32922559416357e-07,2.49451336504697e-05,2.201384141913e-05,"Cckar/Calcr/Gal/Sstr5/Oprk1/Brs3/Gpr139/Ntsr2/Avpr1a/Gpr37l1/Npy4r/Glp1r/Ednrb/Grpr/Rxfp3",15,"MF"
"-1","GO:0044306","neuron projection terminus","19/411","185/14388",1.46909650024058e-06,3.59928642558942e-05,3.02655970726255e-05,"Cplx1/Chrm1/Syt1/Pacsin1/Grin2a/Rab3a/Kcnab2/Amph/Epn1/Ppp2ca/Sept5/Chrm3/Kcna1/Syt7/Drd1/Sncb/Prss12/Hspa8/Synj2",19,"CC"
"-1","GO:0033267","axon part","21/411","225/14388",1.97868088197727e-06,4.52458361678802e-05,3.80462148534577e-05,"Cplx1/Syt1/Mgll/Pacsin1/Grin2a/Rab3a/Kcnab2/Amph/Scn1b/Epn1/Ppp2ca/Sept5/Kcna1/Dnm1/Kcnj11/Sncb/Spock1/Olfm1/Thy1/Prss12/Hspa8",21,"CC"
"1","GO:0007631","feeding behavior","17/458","105/14231",3.82956712726022e-08,6.98704522368626e-05,6.01040482815261e-05,"Hcrt/Oxt/Cckar/Pmch/Agt/Gal/Oprk1/Bsx/Ghsr/Th/Esr2/P2ry1/Npy4r/Glp1r/Cpt1a/Nkx2-1/Mrap2",17,"BP"
"-1","GO:0043197","dendritic spine","17/411","160/14388",3.29826020558212e-06,7.07064531571667e-05,5.94554800216777e-05,"Grin2a/Akap5/Lzts1/Atp2b1/Lzts3/Ptk2b/Palm/Atp1a3/Itpka/Drd1/Strn4/Synpo/Nsmf/Asap1/Lrrc4/Hspa8/Cdk5r1",17,"CC"
"-1","GO:0030424","axon","33/411","486/14388",3.84764643663289e-06,7.45159802493601e-05,6.26588264180594e-05,"Cplx1/Syt1/Mgll/Homer1/Pacsin1/Grin2a/Rab3a/Ccsap/Kcnab2/Amph/Scn1b/Epn1/Ptk2b/Palm/Ppp2ca/Sept5/Atp1a3/Kcna1/Azin2/Mapk8/Dnm1/Camk2a/Drd1/Kcnj11/Kcnb1/Sncb/Spock1/Olfm1/Thy1/Prss12/Hspa8/Cdk5r1/Cpne6",33,"CC"
"-1","GO:0008021","synaptic vesicle","17/411","162/14388",3.91045960492269e-06,7.45159802493601e-05,6.26588264180594e-05,"Syt1/Slc30a3/Grin2a/Rab3a/Calm3/Amph/Rab3b/Rph3a/Sept5/Syt7/Dnm1/Cttnbp2/Slc2a3/Slc6a17/Hspa8/Trim9/Snap47",17,"CC"
"-1","GO:0044309","neuron spine","17/411","163/14388",4.25333739931993e-06,7.67839330508808e-05,6.45658973636377e-05,"Grin2a/Akap5/Lzts1/Atp2b1/Lzts3/Ptk2b/Palm/Atp1a3/Itpka/Drd1/Strn4/Synpo/Nsmf/Asap1/Lrrc4/Hspa8/Cdk5r1",17,"CC"
"-1","GO:0070382","exocytic vesicle","17/411","177/14388",1.28578621546155e-05,0.000220512335951656,0.000185423906861298,"Syt1/Slc30a3/Grin2a/Rab3a/Calm3/Amph/Rab3b/Rph3a/Sept5/Syt7/Dnm1/Cttnbp2/Slc2a3/Slc6a17/Hspa8/Trim9/Snap47",17,"CC"
